,question,answer,source
230308,"Some brothers put posts on a local Facebook page in their city when the time for prayer begins, saying “Prayer is better than Facebook.” What we have noticed is that some members of the page comment on that, denouncing this phrase and saying that they know nothing except the phrase “Prayer is better than sleep.” Is there anything wrong with using this phrase?","['Praise be to Allah.I put this question to our shaykh, ‘Abd ar-Rahman al-Barrak (may Allah preserve him), and he replied that there is nothing wrong with that, because it comes under the heading of reminding people to do good, and it does not matter that what they say resembles the phrase “Prayer is better than sleep.”\nAnd Allah knows best.']",https://islamqa.info/en/answers/230308/reminding-people-of-prayer-by-saying-prayer-is-better-than-facebook
